la_name,phase_type_grouping,primary_need,number_of_pupils,pupil_gender_boys,pupil_gender_girls
Windsor and Maidenhead,State-funded special school,Profound & Multiple Learning Difficulty,23,16,7
Windsor and Maidenhead,State-funded special school,Severe Learning Difficulty,51,31,20
Windsor and Maidenhead,State-funded special school,"Social, Emotional and Mental Health",6,5,1
Windsor and Maidenhead,State-funded special school,Specific Learning Difficulty,5,4,1
Windsor and Maidenhead,State-funded special school,"Speech, Language and Communications needs",22,19,3
Windsor and Maidenhead,State-funded special school,Visual Impairment,2,2,0
Wokingham,Non-maintained special school,Autistic Spectrum Disorder,29,23,6
Wokingham,Non-maintained special school,Moderate Learning Difficulty,2,1,1
Wokingham,Non-maintained special school,Multi- Sensory Impairment,1,0,1
Wokingham,Non-maintained special school,Other Difficulty/Disability,1,1,0
Wokingham,Non-maintained special school,"Social, Emotional and Mental Health",41,25,16
Wokingham,Non-maintained special school,Specific Learning Difficulty,4,2,2
Wokingham,Non-maintained special school,"Speech, Language and Communications needs",7,4,3
Wokingham,State-funded AP school,Autistic Spectrum Disorder,1,1,0
Wokingham,State-funded AP school,"Social, Emotional and Mental Health",10,8,2
Wokingham,State-funded AP school,Specific Learning Difficulty,1,1,0
Wokingham,State-funded AP school,"Speech, Language and Communications needs",1,1,0
Wokingham,State-funded nursery,Other Difficulty/Disability,1,1,0
Wokingham,State-funded nursery,Physical Disability,1,1,0
Wokingham,State-funded nursery,"Speech, Language and Communications needs",8,7,1
Wokingham,State-funded primary,Autistic Spectrum Disorder,350,246,104
Wokingham,State-funded primary,Hearing Impairment,55,28,27
Wokingham,State-funded primary,Moderate Learning Difficulty,188,112,76
Wokingham,State-funded primary,Multi- Sensory Impairment,7,5,2
Wokingham,State-funded primary,Other Difficulty/Disability,83,58,25
Wokingham,State-funded primary,Physical Disability,61,34,27
Wokingham,State-funded primary,Profound & Multiple Learning Difficulty,1,1,0
Wokingham,State-funded primary,SEN support but no specialist assessment of type of need,145,80,65
Wokingham,State-funded primary,Severe Learning Difficulty,8,8,0
Wokingham,State-funded primary,"Social, Emotional and Mental Health",358,261,97
Wokingham,State-funded primary,Specific Learning Difficulty,205,113,92
Wokingham,State-funded primary,"Speech, Language and Communications needs",667,451,216
Wokingham,State-funded primary,Visual Impairment,11,6,5
Wokingham,State-funded secondary,Autistic Spectrum Disorder,410,276,134
Wokingham,State-funded secondary,Hearing Impairment,38,18,20
Wokingham,State-funded secondary,Moderate Learning Difficulty,105,68,37
Wokingham,State-funded secondary,Multi- Sensory Impairment,3,1,2
Wokingham,State-funded secondary,Other Difficulty/Disability,58,32,26
Wokingham,State-funded secondary,Physical Disability,41,25,16
Wokingham,State-funded secondary,SEN support but no specialist assessment of type of need,121,60,61
Wokingham,State-funded secondary,Severe Learning Difficulty,8,2,6
Wokingham,State-funded secondary,"Social, Emotional and Mental Health",415,251,164
Wokingham,State-funded secondary,Specific Learning Difficulty,290,150,140
Wokingham,State-funded secondary,"Speech, Language and Communications needs",98,74,24
Wokingham,State-funded secondary,Visual Impairment,15,9,6
Wokingham,State-funded special school,Autistic Spectrum Disorder,38,33,5
Wokingham,State-funded special school,Moderate Learning Difficulty,28,18,10
Wokingham,State-funded special school,Profound & Multiple Learning Difficulty,23,10,13
Wokingham,State-funded special school,Severe Learning Difficulty,222,157,65
Wokingham,State-funded special school,"Social, Emotional and Mental Health",11,10,1
Milton Keynes,State-funded AP school,Autistic Spectrum Disorder,2,2,0
Milton Keynes,State-funded AP school,"Social, Emotional and Mental Health",23,18,5
Milton Keynes,State-funded nursery,Autistic Spectrum Disorder,2,2,0
Milton Keynes,State-funded nursery,Hearing Impairment,2,2,0
Milton Keynes,State-funded nursery,Moderate Learning Difficulty,1,1,0
Milton Keynes,State-funded nursery,Other Difficulty/Disability,1,1,0
Milton Keynes,State-funded nursery,Physical Disability,1,0,1
Milton Keynes,State-funded nursery,"Social, Emotional and Mental Health",8,7,1
Milton Keynes,State-funded nursery,"Speech, Language and Communications needs",15,12,3
Milton Keynes,State-funded primary,Autistic Spectrum Disorder,466,352,114
Milton Keynes,State-funded primary,Hearing Impairment,75,34,41
Milton Keynes,State-funded primary,Moderate Learning Difficulty,829,474,355
Milton Keynes,State-funded primary,Multi- Sensory Impairment,5,3,2
Milton Keynes,State-funded primary,Other Difficulty/Disability,129,79,50
Milton Keynes,State-funded primary,Physical Disability,69,36,33
Milton Keynes,State-funded primary,Profound & Multiple Learning Difficulty,7,5,2
Milton Keynes,State-funded primary,SEN support but no specialist assessment of type of need,181,119,62
Milton Keynes,State-funded primary,Severe Learning Difficulty,20,16,4
Milton Keynes,State-funded primary,"Social, Emotional and Mental Health",516,360,156
Milton Keynes,State-funded primary,Specific Learning Difficulty,228,129,99
Milton Keynes,State-funded primary,"Speech, Language and Communications needs",1433,1044,389
Milton Keynes,State-funded primary,Visual Impairment,33,19,14
Milton Keynes,State-funded secondary,Autistic Spectrum Disorder,429,319,110
Milton Keynes,State-funded secondary,Hearing Impairment,85,42,43
Milton Keynes,State-funded secondary,Moderate Learning Difficulty,498,329,169
Milton Keynes,State-funded secondary,Multi- Sensory Impairment,10,7,3
Milton Keynes,State-funded secondary,Other Difficulty/Disability,105,69,36
Milton Keynes,State-funded secondary,Physical Disability,42,28,14
Milton Keynes,State-funded secondary,Profound & Multiple Learning Difficulty,4,3,1
Milton Keynes,State-funded secondary,SEN support but no specialist assessment of type of need,71,49,22
Milton Keynes,State-funded secondary,Severe Learning Difficulty,7,3,4
Milton Keynes,State-funded secondary,"Social, Emotional and Mental Health",403,248,155
Milton Keynes,State-funded secondary,Specific Learning Difficulty,421,247,174
Milton Keynes,State-funded secondary,"Speech, Language and Communications needs",378,289,89
Milton Keynes,State-funded secondary,Visual Impairment,35,20,15
Milton Keynes,State-funded special school,Autistic Spectrum Disorder,369,296,73
Milton Keynes,State-funded special school,Hearing Impairment,6,6,0
Milton Keynes,State-funded special school,Moderate Learning Difficulty,135,90,45
Milton Keynes,State-funded special school,Multi- Sensory Impairment,3,3,0
Milton Keynes,State-funded special school,Other Difficulty/Disability,41,29,12
Milton Keynes,State-funded special school,Physical Disability,17,11,6
Milton Keynes,State-funded special school,Profound & Multiple Learning Difficulty,41,24,17
Milton Keynes,State-funded special school,Severe Learning Difficulty,102,46,56
Milton Keynes,State-funded special school,"Social, Emotional and Mental Health",93,86,7
Milton Keynes,State-funded special school,Specific Learning Difficulty,24,21,3
Milton Keynes,State-funded special school,"Speech, Language and Communications needs",71,53,18
Milton Keynes,State-funded special school,Visual Impairment,5,2,3
Brighton and Hove,Non-maintained special school,Hearing Impairment,36,21,15
Brighton and Hove,Non-maintained special school,"Speech, Language and Communications needs",1,0,1
Brighton and Hove,State-funded AP school,Autistic Spectrum Disorder,5,2,3
Brighton and Hove,State-funded AP school,Moderate Learning Difficulty,5,4,1
Brighton and Hove,State-funded AP school,Physical Disability,1,1,0
Brighton and Hove,State-funded AP school,"Social, Emotional and Mental Health",70,40,30
Brighton and Hove,State-funded AP school,Specific Learning Difficulty,4,3,1
Brighton and Hove,State-funded AP school,"Speech, Language and Communications needs",3,3,0
Brighton and Hove,State-funded nursery,Autistic Spectrum Disorder,4,4,0
Brighton and Hove,State-funded nursery,"Social, Emotional and Mental Health",4,3,1
Brighton and Hove,State-funded nursery,Specific Learning Difficulty,7,4,3
Brighton and Hove,State-funded nursery,"Speech, Language and Communications needs",44,29,15
Brighton and Hove,State-funded primary,Autistic Spectrum Disorder,582,428,154
Brighton and Hove,State-funded primary,Hearing Impairment,65,37,28
Brighton and Hove,State-funded primary,Moderate Learning Difficulty,324,172,152
Brighton and Hove,State-funded primary,Multi- Sensory Impairment,14,10,4
Brighton and Hove,State-funded primary,Other Difficulty/Disability,15,11,4
Brighton and Hove,State-funded primary,Physical Disability,80,45,35
Brighton and Hove,State-funded primary,Profound & Multiple Learning Difficulty,2,2,0
Brighton and Hove,State-funded primary,Severe Learning Difficulty,12,9,3
Brighton and Hove,State-funded primary,"Social, Emotional and Mental Health",706,463,243
Brighton and Hove,State-funded primary,Specific Learning Difficulty,479,281,198
Brighton and Hove,State-funded primary,"Speech, Language and Communications needs",1102,752,350
Brighton and Hove,State-funded primary,Visual Impairment,36,20,16
Brighton and Hove,State-funded secondary,Autistic Spectrum Disorder,519,341,178
Brighton and Hove,State-funded secondary,Hearing Impairment,43,29,14
Brighton and Hove,State-funded secondary,Moderate Learning Difficulty,179,86,93
Brighton and Hove,State-funded secondary,Multi- Sensory Impairment,9,5,4
Brighton and Hove,State-funded secondary,Other Difficulty/Disability,4,3,1
Brighton and Hove,State-funded secondary,Physical Disability,98,49,49
Brighton and Hove,State-funded secondary,Profound & Multiple Learning Difficulty,1,1,0
Brighton and Hove,State-funded secondary,"Social, Emotional and Mental Health",566,333,233
Brighton and Hove,State-funded secondary,Specific Learning Difficulty,727,409,318
Brighton and Hove,State-funded secondary,"Speech, Language and Communications needs",200,135,65
Brighton and Hove,State-funded secondary,Visual Impairment,29,15,14
Brighton and Hove,State-funded special school,Autistic Spectrum Disorder,141,118,23
Brighton and Hove,State-funded special school,Hearing Impairment,1,1,0
Brighton and Hove,State-funded special school,Moderate Learning Difficulty,30,18,12
Brighton and Hove,State-funded special school,Multi- Sensory Impairment,4,1,3
Brighton and Hove,State-funded special school,Physical Disability,9,3,6
Brighton and Hove,State-funded special school,Profound & Multiple Learning Difficulty,27,16,11
Brighton and Hove,State-funded special school,Severe Learning Difficulty,121,90,31
Brighton and Hove,State-funded special school,"Social, Emotional and Mental Health",39,34,5
Brighton and Hove,State-funded special school,Specific Learning Difficulty,12,5,7
Brighton and Hove,State-funded special school,"Speech, Language and Communications needs",57,41,16
Portsmouth,State-funded primary,Autistic Spectrum Disorder,161,124,37
Portsmouth,State-funded primary,Hearing Impairment,45,26,19
Portsmouth,State-funded primary,Moderate Learning Difficulty,476,261,215
Portsmouth,State-funded primary,Multi- Sensory Impairment,10,7,3
Portsmouth,State-funded primary,Other Difficulty/Disability,167,99,68
Portsmouth,State-funded primary,Physical Disability,85,60,25
Portsmouth,State-funded primary,Profound & Multiple Learning Difficulty,2,1,1
Portsmouth,State-funded primary,SEN support but no specialist assessment of type of need,89,56,33
Portsmouth,State-funded primary,Severe Learning Difficulty,6,1,5
Portsmouth,State-funded primary,"Social, Emotional and Mental Health",545,393,152
Portsmouth,State-funded primary,Specific Learning Difficulty,223,113,110
Portsmouth,State-funded primary,"Speech, Language and Communications needs",899,632,267
Portsmouth,State-funded primary,Visual Impairment,38,25,13
Portsmouth,State-funded secondary,Autistic Spectrum Disorder,181,146,35
Portsmouth,State-funded secondary,Hearing Impairment,39,21,18
Portsmouth,State-funded secondary,Moderate Learning Difficulty,326,193,133
Portsmouth,State-funded secondary,Multi- Sensory Impairment,4,2,2
Portsmouth,State-funded secondary,Other Difficulty/Disability,67,45,22
Portsmouth,State-funded secondary,Physical Disability,70,46,24
Portsmouth,State-funded secondary,Profound & Multiple Learning Difficulty,1,1,0
Portsmouth,State-funded secondary,SEN support but no specialist assessment of type of need,74,49,25
Portsmouth,State-funded secondary,Severe Learning Difficulty,2,1,1
Portsmouth,State-funded secondary,"Social, Emotional and Mental Health",609,372,237
Portsmouth,State-funded secondary,Specific Learning Difficulty,238,145,93
Portsmouth,State-funded secondary,"Speech, Language and Communications needs",252,169,83
Portsmouth,State-funded secondary,Visual Impairment,39,25,14
Portsmouth,State-funded special school,Autistic Spectrum Disorder,235,197,38
Portsmouth,State-funded special school,Moderate Learning Difficulty,35,22,13
Portsmouth,State-funded special school,Physical Disability,14,11,3
Portsmouth,State-funded special school,Profound & Multiple Learning Difficulty,37,17,20
Portsmouth,State-funded special school,SEN support but no specialist assessment of type of need,40,27,13
Portsmouth,State-funded special school,Severe Learning Difficulty,96,61,35
Portsmouth,State-funded special school,"Social, Emotional and Mental Health",91,73,18
Portsmouth,State-funded special school,Specific Learning Difficulty,11,9,2
Portsmouth,State-funded special school,"Speech, Language and Communications needs",106,81,25
Portsmouth,State-funded special school,Visual Impairment,2,1,1
Southampton,State-funded AP school,Autistic Spectrum Disorder,4,3,1
Southampton,State-funded AP school,Moderate Learning Difficulty,1,1,0
Southampton,State-funded AP school,"Social, Emotional and Mental Health",35,28,7
Southampton,State-funded AP school,"Speech, Language and Communications needs",3,3,0
Southampton,State-funded nursery,Autistic Spectrum Disorder,1,1,0
Southampton,State-funded nursery,Hearing Impairment,1,1,0
Southampton,State-funded nursery,"Social, Emotional and Mental Health",1,0,1
Southampton,State-funded nursery,Specific Learning Difficulty,3,2,1
Southampton,State-funded nursery,"Speech, Language and Communications needs",2,2,0
Southampton,State-funded primary,Autistic Spectrum Disorder,632,461,171
Southampton,State-funded primary,Hearing Impairment,60,32,28
Southampton,State-funded primary,Moderate Learning Difficulty,706,417,289
Southampton,State-funded primary,Multi- Sensory Impairment,4,3,1
Southampton,State-funded primary,Other Difficulty/Disability,65,39,26
Southampton,State-funded primary,Physical Disability,95,53,42
Southampton,State-funded primary,Profound & Multiple Learning Difficulty,5,2,3
Southampton,State-funded primary,SEN support but no specialist assessment of type of need,54,36,18
Southampton,State-funded primary,Severe Learning Difficulty,8,4,4
Southampton,State-funded primary,"Social, Emotional and Mental Health",609,426,183
Southampton,State-funded primary,Specific Learning Difficulty,171,99,72
Southampton,State-funded primary,"Speech, Language and Communications needs",1070,749,321
Southampton,State-funded primary,Visual Impairment,39,30,9
Southampton,State-funded secondary,Autistic Spectrum Disorder,466,322,144
Southampton,State-funded secondary,Hearing Impairment,45,20,25
Southampton,State-funded secondary,Moderate Learning Difficulty,510,312,198
Southampton,State-funded secondary,Multi- Sensory Impairment,2,1,1
Southampton,State-funded secondary,Other Difficulty/Disability,46,28,18
Southampton,State-funded secondary,Physical Disability,64,41,23
Southampton,State-funded secondary,SEN support but no specialist assessment of type of need,11,8,3
Southampton,State-funded secondary,Severe Learning Difficulty,1,1,0
Southampton,State-funded secondary,"Social, Emotional and Mental Health",629,376,253
Southampton,State-funded secondary,Specific Learning Difficulty,365,170,195
Southampton,State-funded secondary,"Speech, Language and Communications needs",302,203,99
Southampton,State-funded secondary,Visual Impairment,22,11,11
Southampton,State-funded special school,Autistic Spectrum Disorder,231,182,49
Southampton,State-funded special school,Hearing Impairment,6,2,4
Southampton,State-funded special school,Moderate Learning Difficulty,97,60,37
Southampton,State-funded special school,Other Difficulty/Disability,18,13,5
Southampton,State-funded special school,Physical Disability,38,22,16
Southampton,State-funded special school,Profound & Multiple Learning Difficulty,70,41,29
Southampton,State-funded special school,Severe Learning Difficulty,119,91,28
Southampton,State-funded special school,"Social, Emotional and Mental Health",123,114,9
Southampton,State-funded special school,Specific Learning Difficulty,27,21,6
Southampton,State-funded special school,"Speech, Language and Communications needs",134,85,49
Southampton,State-funded special school,Visual Impairment,6,5,1
Isle of Wight,Non-maintained special school,Autistic Spectrum Disorder,10,7,3
Isle of Wight,Non-maintained special school,Hearing Impairment,1,1,0
Isle of Wight,Non-maintained special school,Moderate Learning Difficulty,6,4,2
Isle of Wight,Non-maintained special school,Other Difficulty/Disability,1,0,1
Isle of Wight,Non-maintained special school,Physical Disability,2,2,0
Isle of Wight,Non-maintained special school,Profound & Multiple Learning Difficulty,1,0,1
Isle of Wight,Non-maintained special school,"Social, Emotional and Mental Health",4,3,1
Isle of Wight,Non-maintained special school,Specific Learning Difficulty,2,2,0
Isle of Wight,Non-maintained special school,"Speech, Language and Communications needs",65,50,15
Isle of Wight,State-funded AP school,Autistic Spectrum Disorder,2,1,1
Isle of Wight,State-funded AP school,Moderate Learning Difficulty,2,1,1
Isle of Wight,State-funded AP school,"Social, Emotional and Mental Health",27,22,5
Isle of Wight,State-funded AP school,Specific Learning Difficulty,1,0,1
Isle of Wight,State-funded AP school,"Speech, Language and Communications needs",4,3,1
Isle of Wight,State-funded primary,Autistic Spectrum Disorder,142,105,37
Isle of Wight,State-funded primary,Hearing Impairment,11,7,4
Isle of Wight,State-funded primary,Moderate Learning Difficulty,414,223,191
Isle of Wight,State-funded primary,Multi- Sensory Impairment,9,6,3
Isle of Wight,State-funded primary,Other Difficulty/Disability,28,18,10
Isle of Wight,State-funded primary,Physical Disability,26,14,12
Isle of Wight,State-funded primary,Profound & Multiple Learning Difficulty,2,1,1
Isle of Wight,State-funded primary,SEN support but no specialist assessment of type of need,27,13,14
Isle of Wight,State-funded primary,Severe Learning Difficulty,23,14,9
Isle of Wight,State-funded primary,"Social, Emotional and Mental Health",292,205,87
Isle of Wight,State-funded primary,Specific Learning Difficulty,191,105,86
Isle of Wight,State-funded primary,"Speech, Language and Communications needs",504,340,164
Isle of Wight,State-funded primary,Visual Impairment,7,4,3
Isle of Wight,State-funded secondary,Autistic Spectrum Disorder,193,134,59
Isle of Wight,State-funded secondary,Hearing Impairment,12,4,8
Isle of Wight,State-funded secondary,Moderate Learning Difficulty,367,198,169
Isle of Wight,State-funded secondary,Multi- Sensory Impairment,8,3,5
Isle of Wight,State-funded secondary,Other Difficulty/Disability,14,11,3
Isle of Wight,State-funded secondary,Physical Disability,21,14,7
Isle of Wight,State-funded secondary,Profound & Multiple Learning Difficulty,1,0,1
Isle of Wight,State-funded secondary,SEN support but no specialist assessment of type of need,20,12,8
Isle of Wight,State-funded secondary,Severe Learning Difficulty,8,3,5
Isle of Wight,State-funded secondary,"Social, Emotional and Mental Health",370,262,108
Isle of Wight,State-funded secondary,Specific Learning Difficulty,236,125,111
Isle of Wight,State-funded secondary,"Speech, Language and Communications needs",273,176,97
Isle of Wight,State-funded secondary,Visual Impairment,9,5,4
Isle of Wight,State-funded special school,Autistic Spectrum Disorder,48,36,12
Isle of Wight,State-funded special school,Moderate Learning Difficulty,53,28,25
Isle of Wight,State-funded special school,Multi- Sensory Impairment,2,1,1
Isle of Wight,State-funded special school,Physical Disability,2,0,2
Isle of Wight,State-funded special school,Profound & Multiple Learning Difficulty,27,10,17
Isle of Wight,State-funded special school,Severe Learning Difficulty,143,105,38
Isle of Wight,State-funded special school,"Social, Emotional and Mental Health",6,4,2
Isle of Wight,State-funded special school,Specific Learning Difficulty,6,5,1
Isle of Wight,State-funded special school,"Speech, Language and Communications needs",16,13,3
Buckinghamshire,State-funded AP school,Autistic Spectrum Disorder,21,14,7
Buckinghamshire,State-funded AP school,Moderate Learning Difficulty,10,8,2
Buckinghamshire,State-funded AP school,Other Difficulty/Disability,1,0,1
Buckinghamshire,State-funded AP school,Physical Disability,1,1,0
Buckinghamshire,State-funded AP school,Severe Learning Difficulty,2,1,1
Buckinghamshire,State-funded AP school,"Social, Emotional and Mental Health",41,29,12
Buckinghamshire,State-funded AP school,Specific Learning Difficulty,3,2,1
Buckinghamshire,State-funded AP school,"Speech, Language and Communications needs",4,2,2
Buckinghamshire,State-funded nursery,Autistic Spectrum Disorder,13,9,4
Buckinghamshire,State-funded nursery,Hearing Impairment,1,1,0
Buckinghamshire,State-funded nursery,Moderate Learning Difficulty,2,1,1
Buckinghamshire,State-funded nursery,Other Difficulty/Disability,5,2,3
Buckinghamshire,State-funded nursery,Physical Disability,4,2,2
Buckinghamshire,State-funded nursery,"Social, Emotional and Mental Health",10,6,4
Buckinghamshire,State-funded nursery,"Speech, Language and Communications needs",34,26,8
Buckinghamshire,State-funded nursery,Visual Impairment,1,0,1
Buckinghamshire,State-funded primary,Autistic Spectrum Disorder,673,510,163
Buckinghamshire,State-funded primary,Hearing Impairment,111,62,49
Buckinghamshire,State-funded primary,Moderate Learning Difficulty,817,488,329
Buckinghamshire,State-funded primary,Multi- Sensory Impairment,24,15,9
Buckinghamshire,State-funded primary,Other Difficulty/Disability,266,175,91
Buckinghamshire,State-funded primary,Physical Disability,158,92,66
Buckinghamshire,State-funded primary,Profound & Multiple Learning Difficulty,11,6,5
Buckinghamshire,State-funded primary,SEN support but no specialist assessment of type of need,401,247,154
Buckinghamshire,State-funded primary,Severe Learning Difficulty,16,10,6
Buckinghamshire,State-funded primary,"Social, Emotional and Mental Health",1203,885,318
Buckinghamshire,State-funded primary,Specific Learning Difficulty,852,477,375
Buckinghamshire,State-funded primary,"Speech, Language and Communications needs",2471,1662,809
Buckinghamshire,State-funded primary,Visual Impairment,59,35,24
Buckinghamshire,State-funded secondary,Autistic Spectrum Disorder,925,594,331
Buckinghamshire,State-funded secondary,Hearing Impairment,120,61,59
Buckinghamshire,State-funded secondary,Moderate Learning Difficulty,580,329,251
Buckinghamshire,State-funded secondary,Multi- Sensory Impairment,16,10,6
Buckinghamshire,State-funded secondary,Other Difficulty/Disability,282,162,120
Buckinghamshire,State-funded secondary,Physical Disability,113,60,53
Buckinghamshire,State-funded secondary,Profound & Multiple Learning Difficulty,1,0,1
Buckinghamshire,State-funded secondary,SEN support but no specialist assessment of type of need,217,115,102
Buckinghamshire,State-funded secondary,Severe Learning Difficulty,11,8,3
Buckinghamshire,State-funded secondary,"Social, Emotional and Mental Health",1012,641,371
Buckinghamshire,State-funded secondary,Specific Learning Difficulty,1120,587,533
Buckinghamshire,State-funded secondary,"Speech, Language and Communications needs",484,339,145
Buckinghamshire,State-funded secondary,Visual Impairment,76,37,39
Buckinghamshire,State-funded special school,Autistic Spectrum Disorder,663,539,124
Buckinghamshire,State-funded special school,Hearing Impairment,9,6,3
Buckinghamshire,State-funded special school,Moderate Learning Difficulty,235,126,109
Buckinghamshire,State-funded special school,Multi- Sensory Impairment,13,7,6
Buckinghamshire,State-funded special school,Other Difficulty/Disability,14,12,2
Buckinghamshire,State-funded special school,Physical Disability,76,38,38
Buckinghamshire,State-funded special school,Profound & Multiple Learning Difficulty,34,19,15
Buckinghamshire,State-funded special school,Severe Learning Difficulty,86,58,28
Buckinghamshire,State-funded special school,"Social, Emotional and Mental Health",152,136,16
Buckinghamshire,State-funded special school,Specific Learning Difficulty,39,25,14
Buckinghamshire,State-funded special school,"Speech, Language and Communications needs",347,234,113
Buckinghamshire,State-funded special school,Visual Impairment,8,7,1
East Sussex,Non-maintained special school,Autistic Spectrum Disorder,73,54,19
East Sussex,Non-maintained special school,Moderate Learning Difficulty,24,10,14
East Sussex,Non-maintained special school,Multi- Sensory Impairment,1,1,0
East Sussex,Non-maintained special school,Other Difficulty/Disability,1,1,0
East Sussex,Non-maintained special school,Physical Disability,82,44,38
East Sussex,Non-maintained special school,Profound & Multiple Learning Difficulty,3,2,1
East Sussex,Non-maintained special school,Severe Learning Difficulty,4,3,1
East Sussex,Non-maintained special school,"Social, Emotional and Mental Health",7,5,2
East Sussex,Non-maintained special school,Specific Learning Difficulty,1,1,0
East Sussex,Non-maintained special school,"Speech, Language and Communications needs",21,12,9
East Sussex,State-funded AP school,Autistic Spectrum Disorder,2,2,0
East Sussex,State-funded AP school,Moderate Learning Difficulty,1,1,0
East Sussex,State-funded AP school,"Social, Emotional and Mental Health",36,30,6
East Sussex,State-funded AP school,"Speech, Language and Communications needs",1,1,0
East Sussex,State-funded primary,Autistic Spectrum Disorder,747,561,186
East Sussex,State-funded primary,Hearing Impairment,78,44,34
East Sussex,State-funded primary,Moderate Learning Difficulty,503,287,216
East Sussex,State-funded primary,Multi- Sensory Impairment,13,7,6
East Sussex,State-funded primary,Other Difficulty/Disability,253,156,97
East Sussex,State-funded primary,Physical Disability,149,83,66
East Sussex,State-funded primary,Profound & Multiple Learning Difficulty,11,8,3
East Sussex,State-funded primary,SEN support but no specialist assessment of type of need,353,236,117
East Sussex,State-funded primary,Severe Learning Difficulty,8,4,4
East Sussex,State-funded primary,"Social, Emotional and Mental Health",1235,857,378
East Sussex,State-funded primary,Specific Learning Difficulty,667,385,282
East Sussex,State-funded primary,"Speech, Language and Communications needs",2089,1407,682
East Sussex,State-funded primary,Visual Impairment,37,17,20
East Sussex,State-funded secondary,Autistic Spectrum Disorder,817,601,216
East Sussex,State-funded secondary,Hearing Impairment,69,30,39
East Sussex,State-funded secondary,Moderate Learning Difficulty,376,219,157
East Sussex,State-funded secondary,Multi- Sensory Impairment,8,5,3
East Sussex,State-funded secondary,Other Difficulty/Disability,219,146,73
East Sussex,State-funded secondary,Physical Disability,103,67,36
East Sussex,State-funded secondary,SEN support but no specialist assessment of type of need,54,32,22
East Sussex,State-funded secondary,Severe Learning Difficulty,9,7,2
East Sussex,State-funded secondary,"Social, Emotional and Mental Health",991,599,392
East Sussex,State-funded secondary,Specific Learning Difficulty,883,501,382
East Sussex,State-funded secondary,"Speech, Language and Communications needs",643,425,218
East Sussex,State-funded secondary,Visual Impairment,44,30,14
East Sussex,State-funded special school,Autistic Spectrum Disorder,479,388,91
East Sussex,State-funded special school,Hearing Impairment,3,1,2
East Sussex,State-funded special school,Moderate Learning Difficulty,129,75,54
East Sussex,State-funded special school,Other Difficulty/Disability,22,16,6
East Sussex,State-funded special school,Physical Disability,21,10,11
East Sussex,State-funded special school,Profound & Multiple Learning Difficulty,81,46,35
East Sussex,State-funded special school,Severe Learning Difficulty,165,115,50
East Sussex,State-funded special school,"Social, Emotional and Mental Health",233,194,39
East Sussex,State-funded special school,Specific Learning Difficulty,18,13,5
East Sussex,State-funded special school,"Speech, Language and Communications needs",145,97,48
East Sussex,State-funded special school,Visual Impairment,4,3,1
Hampshire,Non-maintained special school,Physical Disability,74,43,31
Hampshire,State-funded AP school,Autistic Spectrum Disorder,4,4,0
Hampshire,State-funded AP school,Hearing Impairment,1,0,1
Hampshire,State-funded AP school,Moderate Learning Difficulty,5,5,0
Hampshire,State-funded AP school,Other Difficulty/Disability,4,1,3
Hampshire,State-funded AP school,Severe Learning Difficulty,1,1,0
Hampshire,State-funded AP school,"Social, Emotional and Mental Health",93,63,30
Hampshire,State-funded AP school,Specific Learning Difficulty,6,3,3
Hampshire,State-funded AP school,"Speech, Language and Communications needs",2,2,0
Hampshire,State-funded nursery,Autistic Spectrum Disorder,9,7,2
Hampshire,State-funded nursery,Hearing Impairment,1,1,0
Hampshire,State-funded nursery,Moderate Learning Difficulty,5,4,1
Hampshire,State-funded nursery,Multi- Sensory Impairment,5,3,2
Hampshire,State-funded nursery,Other Difficulty/Disability,3,2,1
Hampshire,State-funded nursery,Physical Disability,4,0,4
Hampshire,State-funded nursery,Profound & Multiple Learning Difficulty,5,3,2
Hampshire,State-funded nursery,Severe Learning Difficulty,1,1,0
Hampshire,State-funded nursery,"Social, Emotional and Mental Health",1,1,0
Hampshire,State-funded nursery,"Speech, Language and Communications needs",67,48,19
Hampshire,State-funded primary,Autistic Spectrum Disorder,1339,1009,330
Hampshire,State-funded primary,Hearing Impairment,220,110,110
Hampshire,State-funded primary,Moderate Learning Difficulty,4045,2342,1703
Hampshire,State-funded primary,Multi- Sensory Impairment,62,42,20
Hampshire,State-funded primary,Other Difficulty/Disability,319,178,141
Hampshire,State-funded primary,Physical Disability,429,257,172
Hampshire,State-funded primary,Profound & Multiple Learning Difficulty,19,7,12
Hampshire,State-funded primary,SEN support but no specialist assessment of type of need,531,328,203
Hampshire,State-funded primary,Severe Learning Difficulty,44,34,10
Hampshire,State-funded primary,"Social, Emotional and Mental Health",3134,2299,835
Hampshire,State-funded primary,Specific Learning Difficulty,1937,1104,833
Hampshire,State-funded primary,"Speech, Language and Communications needs",4588,3194,1394
Hampshire,State-funded primary,Visual Impairment,116,77,39
Hampshire,State-funded secondary,Autistic Spectrum Disorder,1293,891,402
Hampshire,State-funded secondary,Hearing Impairment,194,104,90
Hampshire,State-funded secondary,Moderate Learning Difficulty,2519,1442,1077
Hampshire,State-funded secondary,Multi- Sensory Impairment,27,17,10
Hampshire,State-funded secondary,Other Difficulty/Disability,574,322,252
Hampshire,State-funded secondary,Physical Disability,303,182,121
Hampshire,State-funded secondary,Profound & Multiple Learning Difficulty,2,1,1
Hampshire,State-funded secondary,SEN support but no specialist assessment of type of need,187,112,75
Hampshire,State-funded secondary,Severe Learning Difficulty,15,11,4
